"Store","StoreType","Assortment","competition_distance","inventory_risk","forecastability","replenishment_freq","store_segment","avg_daily_forecast","forecast_volatility","avg_mape","pct_excellent","pct_poor","safety_stock","reorder_point","min_stock_level","max_stock_level","optimal_order_qty","demand_cv_pct","alert_level","days_of_stock","velocity_ratio","recommended_order_qty","last_7d_avg_sales","last_7d_mape","sales_rank","accuracy_rank","total_sales","historical_avg_sales","total_customers","avg_daily_customers","sales_per_customer","trading_days","rank_by_avg_sales","rank_by_total_sales","rank_by_efficiency","percentile","promo_day_pct","growth_pct","historical_cv_pct","rfm_segment","composite_score"
516,"a","c","20","Low risk","Hard to forecast","Every 3 days","Medium","5907","864","22.13","25.4","24.8","6205","20190","2469","85167","41349","14.6","MONITOR  - Reorder soon","6.4","1.10","20675","6471","22.9","654","641","4579807","5879","592467","761","7.60","779","660","668","469","36.2","44.9","10.4","30.9","At Risk",5
778,"a","a","340","Low risk","Hard to forecast","Every 3 days","Medium","5905","628","18.12","29.3","15.0","4853","19510","1795","84465","41335","10.6","MONITOR  - Reorder soon","6.4","1.10","20668","6485","17.5","655","404","3670582","5901","497906","800","7.31","622","656","917","495","36.5","44.1","-1.9","23.9","Core",6
517,"a","c","22490","Low risk","Hard to forecast","Every 3 days","Medium","5905","1159","19.88","29.8","19.2","6667","21027","3312","85982","41335","19.6","MONITOR  - Reorder soon","5.8","1.20","20668","7085","18.7","655","532","4525491","5962","494050","651","9.03","759","642","679","343","37.9","44.9","3.6","35.3","At Risk",5
87,"a","a","560","Medium risk","Forecastable","Every 3 days","Medium","5900","1384","13.46","44.3","6.8","6225","21655","3955","86555","41300","23.5","MONITOR  - Reorder soon","6.8","1.03","20650","6066","9.6","656","100","4598287","5865","578159","737","7.93","784","662","663","441","35.9","45.0","-0.2","27.8","At Risk",8
1038,"d","a","17290","Low risk","Hard to forecast","Every 3 days","Medium","5898","531","17.14","39.1","17.3","4407","19212","1518","84090","41286","9.0","MONITOR  - Reorder soon","6.4","1.09","20643","6403","13.9","657","339","3668097","5897","319358","513","11.40","622","657","919","144","36.4","44.1","-2.5","23.4","Core",6
91,"c","a","2410","Low risk","Hard to forecast","Every 3 days","Medium","5897","514","25.86","28.9","30.9","5827","19160","1469","84027","41279","8.7","OK       - Stock sufficient","7.2","0.98","20640","5770","15.9","658","739","4324904","5559","477638","614","8.99","778","715","727","347","30.4","44.9","-11.6","29.9","At Risk",6
559,"d","a","3910","Medium risk","Hard to forecast","Every 3 days","Medium","5895","1782","20.06","30.3","21.1","8472","22778","5093","87623","41265","30.2","MONITOR  - Reorder soon","6.1","1.15","20633","6765","19.6","659","541","4588710","5883","585217","750","7.69","780","659","666","462","36.3","45.0","2.7","39.7","At Risk",6
281,"d","c","6970","Low risk","Forecastable","Every 3 days","Medium","5882","462","14.83","43.8","12.6","3813","18966","1320","83668","41174","7.9","MONITOR  - Reorder soon","6.3","1.11","20587","6536","16.2","660","185","4594724","5861","430929","550","10.60","784","664","665","206","35.7","45.0","6.0","21.7","Promo Driven",10
836,"a","a","2720","Medium risk","Forecastable","Every 3 days","Medium","5878","1710","16.67","35.8","11.9","7687","22521","4887","87179","41146","29.1","MONITOR  - Reorder soon","6.4","1.10","20573","6462","9.6","661","306","4606682","5906","554940","711","8.24","780","654","660","412","36.7","45.1","5.5","36.5","At Risk",7
641,"a","c","610","Low risk","Hard to forecast","Every 3 days","Medium","5865","1093","22.90","29.7","26.7","6962","20719","3124","85234","41055","18.6","OK       - Stock sufficient","7.4","0.95","20528","5582","20.1","662","670","4490386","5764","419152","538","10.58","779","684","687","208","33.8","44.9","-0.7","33.2","At Risk",5
476,"d","a","8300","Medium risk","Hard to forecast","Every 3 days","Medium","5865","1600","18.24","34.7","16.2","7630","22168","4573","86683","41055","27.3","MONITOR  - Reorder soon","6.3","1.11","20528","6532","11.6","662","414","4564251","5852","506843","650","8.89","780","666","673","356","35.5","45.1","1.8","36.6","At Risk",7
518,"d","c","3330","Low risk","Hard to forecast","Every 3 days","Medium","5861","703","22.24","27.6","25.3","5734","19592","2009","84063","41027","12.0","MONITOR  - Reorder soon","5.5","1.26","20514","7396","18.5","663","645","3653972","5865","314185","504","11.47","623","662","921","138","35.9","44.1","7.9","29.4","At Risk",5
598,"c","a","550","Low risk","Forecastable","Every 3 days","Medium","5843","439","14.17","41.3","5.9","3621","18784","1255","83057","40901","7.5","MONITOR  - Reorder soon","6.5","1.08","20451","6334","12.4","664","137","3665006","5892","453190","729","8.10","622","658","920","426","36.4","44.1","-0.9","18.0","Core",7
929,"a","c","4820","Low risk","Forecastable","Every 3 days","Medium","5835","739","14.33","43.6","10.6","4502","19617","2112","83802","40845","12.7","MONITOR  - Reorder soon","6.5","1.08","20423","6284","12.9","665","150","4559231","5815","557548","711","8.12","784","672","674","424","35.0","45.0","3.4","22.9","Promo Driven",10
834,"a","a","3470","Low risk","Forecastable","Every 3 days","Medium","5834","1152","16.53","36.5","13.2","6048","20794","3292","84968","40838","19.7","MONITOR  - Reorder soon","6.6","1.05","20419","6149","12.4","666","296","4600937","5869","501318","639","9.09","784","661","661","338","36.1","45.0","2.4","28.6","At Risk",8
823,"a","c","16210","Low risk","Forecastable","Every 3 days","Medium","5831","883","15.81","40.5","13.0","5158","20017","2524","84158","40817","15.1","MONITOR  - Reorder soon","6.5","1.08","20409","6312","15.1","667","247","4549069","5802","446881","570","10.09","784","674","675","252","34.8","45.0","11.2","26.6","At Risk",7
636,"c","a","720","Low risk","Hard to forecast","Every 3 days","Medium","5828","914","30.39","20.2","37.9","7674","20096","2612","84204","40796","15.7","WARNING  - Order within 24hrs","4.5","1.56","40796","9118","32.0","668","756","3692957","5928","445334","715","8.05","623","649","908","430","37.3","44.1","9.2","39.4","At Risk",4
391,"a","a","460","Medium risk","Hard to forecast","Every 3 days","Medium","5828","1355","18.84","36.4","20.1","7010","21356","3872","85464","40796","23.2","OK       - Stock sufficient","7.0","1.01","20398","5864","22.3","668","456","4392619","5727","530324","691","8.19","767","695","713","417","32.6","45.0","-0.2","34.5","At Risk",6
221,"d","c","13530","Low risk","Forecastable","Every 3 days","Medium","5827","585","16.24","40.5","14.7","4376","19153","1672","83250","40789","10.0","MONITOR  - Reorder soon","5.9","1.18","20395","6886","13.8","669","276","4564321","5822","433356","553","10.43","784","669","672","221","35.3","45.0","12.8","24.3","Promo Driven",9
606,"a","a","2260","Low risk","Forecastable","Every 3 days","Medium","5825","947","15.42","38.1","10.6","5273","20181","2706","84256","40775","16.3","MONITOR  - Reorder soon","6.6","1.05","20388","6143","11.0","670","224","4577941","5839","486724","621","9.36","784","668","669","313","35.4","45.0","-0.2","25.0","Promo Driven",9
912,"c","c","3100","Low risk","Forecastable","Every 3 days","Medium","5812","569","14.75","46.2","13.4","4076","19062","1626","82994","40684","9.8","MONITOR  - Reorder soon","6.3","1.10","20342","6420","13.3","671","179","4520528","5766","594778","759","7.55","784","683","681","472","34.0","45.0","5.1","23.4","Core",8
813,"a","a","1560","Low risk","Forecastable","Every 3 days","Medium","5808","686","12.08","49.4","3.7","3966","19385","1961","83273","40656","11.8","MONITOR  - Reorder soon","6.0","1.17","20328","6772","17.1","672","55","4514925","5811","505237","650","8.89","777","673","683","356","34.9","44.8","3.4","20.0","Core",8
454,"a","a","26450","Medium risk","Hard to forecast","Every 3 days","Medium","5796","1749","18.44","35.2","16.3","8053","22386","4998","86142","40572","30.2","MONITOR  - Reorder soon","6.0","1.16","20286","6711","19.0","673","427","4519416","5794","551135","707","8.14","780","675","682","422","34.7","45.0","2.8","38.9","At Risk",7
701,"d","a","1450","Low risk","Hard to forecast","Every 3 days","Medium","5788","634","23.33","27.0","30.1","5671","19176","1812","82844","40516","11.0","WATCH    - Demand surging","5.3","1.33","53886","7701","23.1","674","686","3594522","5779","391641","630","9.02","622","679","931","344","34.4","44.1","4.3","29.5","At Risk",5
647,"a","c","7420","Low risk","Hard to forecast","Every 3 days","Medium","5787","784","18.21","35.6","19.2","5252","19602","2241","83259","40509","13.5","MONITOR  - Reorder soon","6.1","1.16","20255","6685","16.9","675","413","4527267","5775","531153","677","8.42","784","680","678","395","34.3","45.0","5.2","27.0","At Risk",7
706,"d","a","7830","Low risk","Forecastable","Every 3 days","Medium","5787","577","16.21","41.8","14.3","4330","19010","1649","82667","40509","10.0","MONITOR  - Reorder soon","6.0","1.17","20255","6744","17.5","675","273","3572311","5743","326197","524","10.89","622","690","941","183","33.0","44.1","2.2","22.6","Core",7
324,"a","a","13140","Medium risk","Hard to forecast","Every 3 days","Medium","5785","1800","22.20","30.3","24.8","8814","22499","5144","86134","40495","31.1","MONITOR  - Reorder soon","6.8","1.03","20248","5964","21.6","676","644","4436629","5688","562953","722","7.69","780","701","705","462","32.0","45.0","-3.7","41.9","At Risk",7
294,"a","a","3150","Medium risk","Forecastable","Every 3 days","Medium","5783","1170","16.56","34.8","12.1","6081","20693","3344","84306","40481","20.2","MONITOR  - Reorder soon","5.8","1.21","20241","6973","12.8","677","298","4506589","5770","598265","766","7.46","781","682","685","480","34.1","44.8","7.5","29.3","At Risk",6
725,"d","c","17540","Low risk","Forecastable","Every 3 days","Medium","5779","520","13.50","47.7","9.5","3716","18823","1486","82392","40453","9.0","MONITOR  - Reorder soon","6.5","1.08","20227","6229","14.1","678","102","4505981","5747","466760","595","9.59","784","689","686","294","33.1","45.0","3.8","21.6","Promo Driven",10
160,"d","c","17110","Low risk","Hard to forecast","Every 3 days","Medium","5779","528","18.46","35.2","19.3","4558","18846","1509","82415","40453","9.1","MONITOR  - Reorder soon","6.6","1.06","20227","6121","10.2","678","429","4475644","5731","436723","559","10.14","781","693","696","247","32.8","44.8","2.1","24.6","Core",6
748,"d","a","2380","Low risk","Hard to forecast","Every 3 days","Medium","5777","577","21.46","30.8","24.8","5192","18980","1649","82527","40439","10.0","MONITOR  - Reorder soon","6.5","1.07","20220","6183","14.9","679","615","4469650","5738","379885","488","11.63","779","692","697","129","32.9","44.9","2.4","27.4","At Risk",7
175,"c","a","4130","Low risk","Forecastable","Every 3 days","Medium","5774","388","18.55","35.3","13.8","4170","18431","1109","81945","40418","6.7","MONITOR  - Reorder soon","6.6","1.06","20209","6124","14.7","680","437","4535086","5785","541515","691","8.31","784","677","676","406","34.6","45.0","6.5","21.3","Promo Driven",10
1108,"a","a","540","Medium risk","Hard to forecast","Every 3 days","Medium","5759","1762","23.16","25.1","24.8","8847","22313","5036","85662","40313","30.6","MONITOR  - Reorder soon","6.2","1.13","20157","6504","17.3","681","679","4482599","5747","460408","590","9.58","780","689","691","295","33.1","45.1","6.3","42.5","At Risk",7
860,"c","c","5980","Low risk","Hard to forecast","Every 3 days","Medium","5756","632","17.01","38.2","15.8","4604","19074","1806","82390","40292","11.0","MONITOR  - Reorder soon","5.5","1.26","20146","7279","19.5","682","331","4521003","5781","572462","732","7.82","782","678","680","450","34.5","44.9","19.1","25.6","Core",8
992,"a","a","2480","Low risk","Forecastable","Every 3 days","Medium","5750","1066","15.56","38.0","10.2","5603","20297","3047","83547","40250","18.5","OK       - Stock sufficient","8.0","0.88","20125","5046","25.2","683","233","4452757","5716","546190","701","8.10","779","698","700","426","32.2","44.9","-5.4","26.7","At Risk",7
855,"a","a","3440","Low risk","Hard to forecast","Every 3 days","Medium","5748","983","18.79","30.5","19.0","5896","20053","2809","83281","40236","17.1","WATCH    - Demand surging","5.3","1.31","52709","7553","20.4","684","453","4477596","5763","477358","614","9.25","777","685","694","323","33.8","44.8","7.1","29.1","At Risk",6
900,"a","a","3920","Low risk","Forecastable","Every 3 days","Medium","5744","612","12.94","42.4","4.3","3873","18981","1749","82165","40208","10.7","MONITOR  - Reorder soon","5.6","1.26","20104","7211","15.6","685","82","3635287","5845","341494","549","10.59","622","667","926","207","35.5","44.1","12.2","20.2","Core",7
253,"a","c","250","Low risk","Hard to forecast","Every 3 days","Medium","5739","1146","23.76","26.3","28.1","7172","20492","3275","83621","40173","20.0","MONITOR  - Reorder soon","6.1","1.14","20087","6548","25.6","686","699","4476698","5747","538066","691","8.16","779","689","695","420","33.1","44.9","-3.5","35.7","At Risk",5
547,"d","c","8990","Low risk","Forecastable","Every 3 days","Medium","5737","464","13.82","46.4","8.1","3592","18537","1326","81644","40159","8.1","MONITOR  - Reorder soon","5.5","1.27","20080","7290","15.1","687","114","3578049","5752","275078","442","12.95","622","688","939","52","33.4","44.1","8.9","20.4","Core",7
950,"a","a","8460","Low risk","Forecastable","Every 3 days","Medium","5735","962","17.60","33.8","14.7","5634","19954","2749","83039","40145","16.8","MONITOR  - Reorder soon","5.6","1.26","20073","7205","20.1","688","368","4450296","5742","435793","562","10.10","775","691","701","251","32.9","44.9","-1.1","27.8","At Risk",6
716,"d","a","3200","Low risk","Forecastable","Every 3 days","Medium","5732","515","16.07","37.8","14.3","4104","18668","1472","81720","40124","9.0","MONITOR  - Reorder soon","5.9","1.18","20062","6768","14.9","689","264","3556025","5717","282580","454","12.50","622","697","944","73","32.4","44.1","1.3","21.9","Core",7
611,"a","a","8080","Low risk","Forecastable","Every 3 days","Medium","5732","376","12.06","49.0","3.0","3050","18271","1075","81323","40124","6.6","MONITOR  - Reorder soon","5.9","1.18","20062","6787","13.7","689","53","3602813","5792","305106","491","11.77","622","676","929","118","34.6","44.1","3.6","16.7","Core",7
585,"d","c","440","Low risk","Hard to forecast","Every 3 days","Medium","5725","820","18.86","36.2","19.6","5429","19518","2343","82493","40075","14.3","OK       - Stock sufficient","7.5","0.93","20038","5341","17.0","690","458","4449323","5675","676591","863","6.50","784","702","702","549","31.9","45.0","-17.7","28.1","At Risk",7
563,"a","a","700","Low risk","Hard to forecast","Every 3 days","Medium","5719","470","18.67","38.3","19.4","4395","18500","1343","81409","40033","8.2","OK       - Stock sufficient","9.3","0.76","20017","4323","46.9","691","445","4278470","5513","545236","703","7.81","776","727","745","451","29.4","44.8","-5.2","24.0","Core",7
991,"a","a","1010","Low risk","Hard to forecast","Every 3 days","Medium","5711","615","17.24","36.3","16.5","4571","18891","1758","81712","39977","10.8","MONITOR  - Reorder soon","6.7","1.05","19989","6001","11.4","692","345","4484520","5757","418129","537","10.65","779","686","689","202","33.7","44.9","4.4","23.3","Core",8
659,"d","a","1590","Low risk","Hard to forecast","Every 3 days","Medium","5709","1061","18.95","31.2","17.2","6124","20159","3032","82958","39963","18.6","OK       - Stock sufficient","7.0","1.00","19982","5703","9.9","693","465","4407938","5644","535041","685","8.16","781","706","711","420","31.4","44.8","-1.8","30.1","At Risk",5
910,"d","c","12480","Low risk","Hard to forecast","Every 3 days","Medium","5702","835","19.49","34.7","21.1","5562","19492","2386","82214","39914","14.6","MONITOR  - Reorder soon","6.0","1.17","19957","6644","16.9","694","502","4452869","5709","447385","574","9.81","780","699","699","274","32.1","45.0","7.1","29.3","At Risk",7
773,"a","a","200","Low risk","Forecastable","Every 3 days","Medium","5698","807","12.49","47.5","5.1","4340","19400","2306","82078","39886","14.2","OK       - Stock sufficient","7.2","0.98","19943","5573","10.5","695","64","4464281","5716","618439","792","7.20","781","698","698","506","32.2","44.8","-8.6","21.6","Core",8
